country,ccode,year,polity,gdppc,pop,continent,regime_type,infant_mort,life_exp,life_exp_female,life_exp_male
Afghanistan,700,1896.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1897.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1898.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1899.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1900.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1901.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1902.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1903.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1904.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1905.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1906.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1907.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1908.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1909.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1910.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1911.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1912.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1913.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1914.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1915.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1916.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1917.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1918.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1919.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1920.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1921.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1922.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1923.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1924.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1925.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1926.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1927.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1928.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1929.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1930.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1931.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1932.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1933.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1934.0,-6.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1935.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1936.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1937.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1938.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1939.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1940.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1941.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1942.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1943.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1944.0,-8.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1945.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1946.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1947.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1948.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1949.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1950.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1951.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1952.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1953.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1954.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1955.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1956.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1957.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1958.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1959.0,-10.0,211.2766816851353,15645730.44724445,Asia,authoritarian,,,,
Afghanistan,700,1960.0,-10.0,59.777326508393415,8996351.000000002,Asia,authoritarian,,32.446,33.314,31.718000000000004
Afghanistan,700,1961.0,-10.0,59.87815280894718,9166763.999999993,Asia,authoritarian,236.5,32.962,33.84,32.224000000000004
Afghanistan,700,1962.0,-10.0,58.492873832347904,9345868.000000006,Asia,authoritarian,232.6,33.471,34.359,32.724000000000004
Afghanistan,700,1963.0,-10.0,78.7827580362892,9533954.000000015,Asia,authoritarian,228.9,33.971,34.866,33.216
Afghanistan,700,1964.0,-7.0,82.20844385944008,9731360.99999999,Asia,authoritarian,225.1,34.463,35.36400000000001,33.7
Afghanistan,700,1965.0,-7.0,101.29047127416693,9938413.999999987,Asia,authoritarian,221.4,34.948,35.853,34.18
Afghanistan,700,1966.0,-7.0,137.89936189695405,10152330.999999957,Asia,authoritarian,217.7,35.43,36.338,34.656
Afghanistan,700,1967.0,-7.0,161.322000088481,10372629.999999968,Asia,authoritarian,213.9,35.914,36.823,35.133
Afghanistan,700,1968.0,-7.0,129.506653844251,10604345.999999987,Asia,authoritarian,210.1,36.403,37.314,35.615
Afghanistan,700,1969.0,-7.0,129.79854140837497,10854428.000000007,Asia,authoritarian,206.3,36.9,37.815,36.106
Afghanistan,700,1970.0,-7.0,157.18742238923298,11126122.999999993,Asia,authoritarian,202.6,37.409,38.327,36.607
Afghanistan,700,1971.0,-7.0,160.372835554154,11417824.999999981,Asia,authoritarian,198.8,37.93,38.851,37.12
Afghanistan,700,1972.0,-7.0,136.1170143811991,11721940.000000011,Asia,authoritarian,195.0,38.461,39.385,37.644
Afghanistan,700,1973.0,-7.0,144.11031892926593,12027821.999999993,Asia,authoritarian,191.0,39.003,39.931,38.18
Afghanistan,700,1974.0,-7.0,174.94203831953993,12321541.000000052,Asia,authoritarian,187.2,39.558,40.49,38.729
Afghanistan,700,1975.0,-7.0,187.97560401372624,12590285.999999981,Asia,authoritarian,183.2,40.128,41.06399999999999,39.293
Afghanistan,700,1976.0,-7.0,199.02617272905104,12840299.00000002,Asia,authoritarian,179.3,40.715,41.65600000000001,39.874
Afghanistan,700,1977.0,-7.0,226.00534375930505,13067538.000000019,Asia,authoritarian,175.4,41.32,42.265,40.473
Afghanistan,700,1978.0,0.0,249.2873862617941,13237733.999999981,Asia,competitive authoritarian,171.2,41.944,42.894,41.09
Afghanistan,700,1979.0,-6.391752577319587,277.90074166507816,13306694.999999946,Asia,authoritarian,167.0,42.585,43.541,41.723
Afghanistan,700,1980.0,-6.391752577319587,274.880858701521,13248370.000000045,Asia,authoritarian,162.7,43.244,44.209,42.372
Afghanistan,700,1981.0,-6.391752577319587,266.49304180870496,13053953.999999987,Asia,authoritarian,158.4,43.923,44.899,43.037
Afghanistan,700,1982.0,-6.391752577319587,211.2766816851353,12749644.999999987,Asia,authoritarian,154.1,44.617,45.607,43.715
Afghanistan,700,1983.0,-6.391752577319587,211.2766816851353,12389268.99999999,Asia,authoritarian,149.8,45.324,46.331,44.403
Afghanistan,700,1984.0,-6.391752577319587,211.2766816851353,12047115.000000006,Asia,authoritarian,145.7,46.04,47.066,45.097
Afghanistan,700,1985.0,-6.391752577319587,211.2766816851353,11783050.00000002,Asia,authoritarian,141.6,46.761,47.807,45.79600000000001
Afghanistan,700,1986.0,-6.391752577319587,211.2766816851353,11601041.000000004,Asia,authoritarian,137.5,47.486,48.55,46.499
Afghanistan,700,1987.0,-6.391752577319587,211.2766816851353,11502761.000000011,Asia,authoritarian,133.3,48.21100000000001,49.29,47.20399999999999
Afghanistan,700,1988.0,-6.391752577319587,211.2766816851353,11540887.999999993,Asia,authoritarian,129.2,48.93,50.023,47.90600000000001
Afghanistan,700,1989.0,-8.0,211.2766816851353,11777609.000000019,Asia,authoritarian,125.1,49.64,50.742,48.601000000000006
Afghanistan,700,1990.0,-8.0,211.2766816851353,12249113.999999989,Asia,authoritarian,121.1,50.331,51.442,49.28100000000001
Afghanistan,700,1991.0,-8.0,211.2766816851353,12993657.0,Asia,authoritarian,117.3,50.999,52.119,49.938
Afghanistan,700,1992.0,0.0,211.2766816851353,13981230.999999985,Asia,competitive authoritarian,113.7,51.64100000000001,52.774,50.57
Afghanistan,700,1993.0,0.0,211.2766816851353,15095098.99999996,Asia,competitive authoritarian,110.4,52.256,53.405,51.172
Afghanistan,700,1994.0,0.0,211.2766816851353,16172719.000000002,Asia,competitive authoritarian,107.1,52.842,54.012,51.746
Afghanistan,700,1995.0,0.0,211.2766816851353,17099540.999999966,Asia,competitive authoritarian,104.0,53.398,54.592,52.287
Afghanistan,700,1996.0,-7.0,211.2766816851353,17822884.000000007,Asia,authoritarian,101.1,53.924,55.14100000000001,52.798
Afghanistan,700,1997.0,-7.0,211.2766816851353,18381605.000000015,Asia,authoritarian,98.4,54.424,55.663,53.285
Afghanistan,700,1998.0,-7.0,211.2766816851353,18863998.999999993,Asia,authoritarian,95.7,54.90600000000001,56.162,53.753
Afghanistan,700,1999.0,-7.0,211.2766816851353,19403675.99999997,Asia,authoritarian,93.1,55.37600000000001,56.645,54.21
Afghanistan,700,2000.0,-7.0,211.2766816851353,20093756.00000008,Asia,authoritarian,90.6,55.841,57.12,54.663
Afghanistan,700,2001.0,-6.391752577319587,117.40969079495495,20966463.000000104,Asia,authoritarian,88.0,56.308,57.596,55.119
Afghanistan,700,2002.0,-6.391752577319587,187.84509495538796,21979923.0,Asia,authoritarian,85.4,56.784,58.08,55.583
Afghanistan,700,2003.0,-6.391752577319587,198.7285435522911,23064851.00000003,Asia,authoritarian,82.8,57.271,58.578,56.056
Afghanistan,700,2004.0,-6.391752577319587,219.14135278546496,24118978.99999996,Asia,authoritarian,80.1,57.772,59.093,56.542
Afghanistan,700,2005.0,-6.391752577319587,250.29412990948993,25070798.00000002,Asia,authoritarian,77.4,58.29,59.628,57.044
Afghanistan,700,2006.0,-6.391752577319587,272.56307701814694,25893450.000000045,Asia,authoritarian,74.7,58.826,60.183,57.562
Afghanistan,700,2007.0,-6.391752577319587,369.83579596982236,26616791.999999985,Asia,authoritarian,72.0,59.375,60.75100000000001,58.092
Afghanistan,700,2008.0,-6.391752577319587,373.36111630003586,27294031.00000003,Asia,authoritarian,69.4,59.93,61.326,58.62600000000001
Afghanistan,700,2009.0,-6.391752577319587,445.89329792374434,28004331.0,Asia,authoritarian,66.8,60.484,61.898,59.159
Afghanistan,700,2010.0,-6.391752577319587,553.3002893830638,28803167.000000034,Asia,authoritarian,64.3,61.028,62.459,59.683
Afghanistan,700,2011.0,-6.391752577319587,603.5370230624096,29708598.999999985,Asia,authoritarian,61.9,61.553,63.0,60.19
Afghanistan,700,2012.0,-6.391752577319587,669.0090508880279,30696958.000000034,Asia,authoritarian,59.5,62.054,63.514,60.675
Afghanistan,700,2013.0,-6.391752577319587,638.6125432127601,31731687.999999963,Asia,authoritarian,57.3,62.525,63.999,61.133
Afghanistan,700,2014.0,-1.0,629.3452503437711,32758019.99999999,Asia,competitive authoritarian,55.1,62.966,64.453,61.563
Afghanistan,700,2015.0,-1.0,569.5779229157538,33736493.99999999,Asia,competitive authoritarian,53.1,63.377,64.877,61.965
Afghanistan,700,2016.0,-1.0,561.7787462695014,34656032.00000002,Asia,competitive authoritarian,51.2,63.76300000000001,65.275,62.343
Albania,339,1914.0,-2.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1915.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1916.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1917.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1918.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1919.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1920.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1921.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1922.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1923.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1924.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1925.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1926.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1927.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1928.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1929.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1930.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1931.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1932.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1933.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1934.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1935.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1936.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1937.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1938.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1939.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1940.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1941.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1942.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1943.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1944.0,0.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1945.0,-5.0,1416.308134097366,2649933.9472758244,Europe,competitive authoritarian,,,,
Albania,339,1946.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1947.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1948.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1949.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1950.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1951.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1952.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1953.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1954.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1955.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1956.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1957.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1958.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1959.0,-9.0,1416.308134097366,2649933.9472758244,Europe,authoritarian,,,,
Albania,339,1960.0,-9.0,1416.308134097366,1608799.9999999998,Europe,authoritarian,,62.283,63.247,61.309
Albania,339,1961.0,-9.0,1416.308134097366,1659799.9999999972,Europe,authoritarian,,63.301,64.325,62.272
Albania,339,1962.0,-9.0,1416.308134097366,1711318.9999999993,Europe,authoritarian,,64.19,65.26100000000001,63.117
